'MANUFACTURERID',TRANSACTIONDATE,'EMPLOYEEID','AMOUNT','DESCRIPTION','REFERENCE'
4,'2001-12-06',73735,-1432.07,'Automatic payment of bills',7744
4,'2001-12-02',89097,12452.72,'Automatic EOQ Inventory purchase',8386
4,'2001-11-20',29387,-3906.93,'Automatic payment of bills',8348
4,'2001-11-15',89097,1543.51,'Automatic EOQ Inventory purchase',7769
4,'2001-12-22',51512,-1543.51,'Automatic payment of bills',7769
4,'2001-11-07',22343,1432.07,'Automatic EOQ Inventory purchase',7744
4,'2001-11-05',73735,9149.22,'Automatic EOQ Inventory purchase',8367
4,'2001-09-11',73735,-4849.12,'Automatic payment of bills',8309
4,'2001-10-15',73735,-7554.96,'Automatic payment of bills',8328
4,'2001-09-30',89097,-1851.44,'Automatic payment of bills',7694
4,'2001-09-16',88873,7554.96,'Automatic EOQ Inventory purchase',8328
4,'2002-03-08',89097,-7219.52,'Automatic payment of bills',8426
4,'2001-09-10',73735,1336.06,'Automatic EOQ Inventory purchase',7719
4,'2001-09-03',88873,1851.44,'Automatic EOQ Inventory purchase',7694
4,'2001-10-20',88873,3906.93,'Automatic EOQ Inventory purchase',8348
4,'2002-03-11',73735,1403.43,'Automatic EOQ Inventory purchase',7844
4,'2002-06-04',73735,4531.81,'Automatic EOQ Inventory purchase',8514
4,'2002-06-03',29387,1235.5,'Automatic EOQ Inventory purchase',7919
4,'2002-05-28',88873,-941.96,'Automatic payment of bills',7894
4,'2001-03-28',88873,649.99,'Automatic EOQ Inventory purchase',7569
4,'2002-05-06',51512,-5380.31,'Automatic payment of bills',8470
4,'2002-05-05',22343,941.96,'Automatic EOQ Inventory purchase',7894
4,'2002-04-06',22343,-3867.81,'Automatic payment of bills',8448
4,'2002-04-04',88873,5380.31,'Automatic EOQ Inventory purchase',8470
4,'2002-03-01',88873,3867.81,'Automatic EOQ Inventory purchase',8448
4,'2002-03-29',73735,-1403.43,'Automatic payment of bills',7844
4,'2002-01-08',15293,915.81,'Automatic EOQ Inventory purchase',7794
4,'2002-03-04',51512,1603.25,'Automatic EOQ Inventory purchase',7869
4,'2002-05-14',73735,7054.48,'Automatic EOQ Inventory purchase',8492
4,'2002-02-21',88873,-1225.85,'Automatic payment of bills',7819
4,'2002-02-11',73735,-9850.97,'Automatic payment of bills',8406
4,'2002-02-10',88873,7219.52,'Automatic EOQ Inventory purchase',8426
4,'2002-02-03',51512,-915.81,'Automatic payment of bills',7794
4,'2002-01-22',88873,1225.85,'Automatic EOQ Inventory purchase',7819
4,'2002-01-20',88873,9850.97,'Automatic EOQ Inventory purchase',8406
4,'2002-03-29',51512,-1603.25,'Automatic payment of bills',7869
4,'2000-11-08',51512,-1166.68,'Automatic payment of bills',7444
4,'2001-03-03',73735,1004.68,'Automatic refund for overpayment',7494
4,'2001-02-19',51512,1359.57,'Automatic EOQ Inventory purchase',7544
4,'2001-02-13',73735,-1296.63,'Automatic payment of bills',7519
4,'2001-02-02',22343,-1004.68,'Automatic payment of bills',7494
4,'2001-02-01',88873,484.52,'Automatic EOQ Inventory purchase',8190
4,'2001-01-04',22343,1296.63,'Automatic EOQ Inventory purchase',7519
4,'2000-12-24',88873,1004.68,'Automatic EOQ Inventory purchase',7494
4,'2001-04-11',22343,6000.86,'Automatic EOQ Inventory purchase',8230
4,'2000-11-14',29387,631.69,'Automatic EOQ Inventory purchase',7469
4,'2001-03-15',51512,-1359.57,'Automatic payment of bills',7544
4,'2000-10-13',88873,-921.54,'Automatic payment of bills',7419
4,'2000-10-11',51512,1166.68,'Automatic EOQ Inventory purchase',7444
4,'2000-09-25',73735,-1593.8,'Automatic payment of bills',7394
4,'2002-06-10',88873,-7054.48,'Automatic payment of bills',8492
4,'2003-08-09',89097,5811.92,'Automatic EOQ Inventory purchase',8846
4,'2000-08-26',88873,1593.8,'Automatic EOQ Inventory purchase',7394
4,'2000-09-14',22343,921.54,'Automatic EOQ Inventory purchase',7419
4,'2000-12-13',87295,-631.69,'Automatic payment of bills',7469
4,'2001-06-11',29387,4968.04,'Automatic EOQ Inventory purchase',8269
4,'2001-08-14',88873,4849.12,'Automatic EOQ Inventory purchase',8309
4,'2001-08-12',22343,-7653.5,'Automatic payment of bills',8289
4,'2001-08-04',15293,-1045.93,'Automatic payment of bills',7669
4,'2001-07-19',73735,-1950.01,'Automatic payment of bills',7619
4,'2001-07-16',29387,7653.5,'Automatic EOQ Inventory purchase',8289
4,'2001-07-10',87295,-4968.04,'Automatic payment of bills',8269
4,'2001-07-08',87295,1822.67,'Automatic EOQ Inventory purchase',7644
4,'2001-03-05',22343,11038.73,'Automatic EOQ Inventory purchase',8210
4,'2001-06-19',73735,-6386.06,'Automatic payment of bills',8249
4,'2001-03-07',73735,-484.52,'Automatic payment of bills',8190
4,'2001-06-09',88873,1950.01,'Automatic EOQ Inventory purchase',7619
4,'2001-05-21',51512,-1533,'Automatic payment of bills',7594
4,'2001-05-20',73735,6386.06,'Automatic EOQ Inventory purchase',8249
4,'2001-05-13',88873,-6000.86,'Automatic payment of bills',8230
4,'2001-04-26',87295,-649.99,'Automatic payment of bills',7569
4,'2001-04-14',88873,1533,'Automatic EOQ Inventory purchase',7594
4,'2001-04-01',73735,-11038.73,'Automatic payment of bills',8210
4,'2001-08-16',29387,-1822.67,'Automatic payment of bills',7644
4,'2001-07-01',87295,1045.93,'Automatic EOQ Inventory purchase',7669
4,'2004-01-15',29387,12326.59,'Automatic EOQ Inventory purchase',8974
4,'2004-06-04',87295,7192.82,'Automatic EOQ Inventory purchase',9106
4,'2004-05-19',22343,8055.49,'Automatic EOQ Inventory purchase',9079
4,'2004-05-03',88873,-12336.77,'Automatic payment of bills',9052
4,'2004-04-13',73735,-8288,'Automatic payment of bills',9026
4,'2004-04-08',73735,12336.77,'Automatic EOQ Inventory purchase',9052
4,'2004-03-09',89097,8288,'Automatic EOQ Inventory purchase',9026
4,'2004-03-04',87295,-8748.94,'Automatic payment of bills',9000
4,'2003-07-21',51512,-11559.89,'Automatic payment of bills',8796
4,'2004-02-09',73735,8748.94,'Automatic EOQ Inventory purchase',9000
4,'2004-07-11',22343,8040.71,'Automatic EOQ Inventory purchase',9133
4,'2004-01-10',87295,-9447.34,'Automatic payment of bills',8948
4,'2003-12-18',51512,-4567.07,'Automatic payment of bills',8922
4,'2003-12-11',73735,9447.34,'Automatic EOQ Inventory purchase',8948
4,'2003-11-20',87295,4567.07,'Automatic EOQ Inventory purchase',8922
4,'2003-11-11',22343,-5138.25,'Automatic payment of bills',8896
4,'2003-10-19',87295,-4085.92,'Automatic payment of bills',8871
4,'2003-09-16',73735,4085.92,'Automatic EOQ Inventory purchase',8871
4,'2004-02-13',87295,-12326.59,'Automatic payment of bills',8974
4,'2004-11-16',87295,-5353.23,'Automatic payment of bills',9216
4,'2000-08-07',22343,-1079.86,'Automatic payment of bills',7369
4,'2003-09-07',73735,-5811.92,'Automatic payment of bills',8846
4,'2005-03-09',15293,-13103.4,'Automatic payment of bills',9328
4,'2005-02-10',29387,13103.4,'Automatic EOQ Inventory purchase',9328
4,'2005-02-02',51512,-11352.43,'Automatic payment of bills',9300
4,'2005-01-04',88873,11352.43,'Automatic EOQ Inventory purchase',9300
4,'2004-12-30',89097,-8955.23,'Automatic payment of bills',9272
4,'2004-06-16',51512,-8055.49,'Automatic payment of bills',9079
4,'2004-12-05',29387,8955.23,'Automatic EOQ Inventory purchase',9272
4,'2004-07-08',87295,-7192.82,'Automatic payment of bills',9106
4,'2004-11-07',29387,5545.77,'Automatic EOQ Inventory purchase',9244
4,'2004-10-17',73735,-9851.49,'Automatic payment of bills',9188
4,'2004-10-11',73735,5353.23,'Automatic EOQ Inventory purchase',9216
4,'2004-09-17',51512,-7906.4,'Automatic payment of bills',9160
4,'2004-09-16',73735,9851.49,'Automatic EOQ Inventory purchase',9188
4,'2004-08-18',51512,7906.4,'Automatic EOQ Inventory purchase',9160
4,'2004-08-12',87295,-8040.71,'Automatic payment of bills',9133
4,'2003-06-20',87295,11559.89,'Automatic EOQ Inventory purchase',8796
4,'2004-12-12',88873,-5545.77,'Automatic payment of bills',9244
4,'2002-08-30',73735,-8209.22,'Automatic payment of bills',8559
4,'2003-08-06',88873,-10527.74,'Automatic payment of bills',8821
4,'2002-11-04',88873,1923.78,'Automatic EOQ Inventory purchase',8069
4,'2002-10-27',15293,1476.08,'Automatic EOQ Inventory purchase',8044
4,'2002-10-20',88873,3645.79,'Automatic EOQ Inventory purchase',8605
4,'2002-10-18',22343,-6456.31,'Automatic payment of bills',8582
4,'2002-10-10',89097,1349.7,'Automatic EOQ Inventory purchase',8019
4,'2002-10-02',87295,-1936.83,'Automatic payment of bills',7994
4,'2002-11-13',29387,5131.7,'Automatic EOQ Inventory purchase',8627
4,'2002-09-05',22343,1936.83,'Automatic EOQ Inventory purchase',7994
4,'2002-11-16',87295,-3645.79,'Automatic payment of bills',8605
4,'2002-08-30',29387,-685.68,'Automatic payment of bills',7969
4,'2002-08-11',51512,-3461.89,'Automatic payment of bills',8537
4,'2002-08-03',22343,8209.22,'Automatic EOQ Inventory purchase',8559
4,'2002-08-01',15293,-1534.23,'Automatic payment of bills',7944
4,'2002-07-30',73735,685.68,'Automatic EOQ Inventory purchase',7969
4,'2002-07-13',73735,3461.89,'Automatic EOQ Inventory purchase',8537
4,'2002-07-13',51512,-1235.5,'Automatic payment of bills',7919
4,'2002-07-11',51512,-4531.81,'Automatic payment of bills',8514
4,'2002-09-18',88873,6456.31,'Automatic EOQ Inventory purchase',8582
4,'2003-02-15',87295,-10676.01,'Automatic payment of bills',8671
4,'2002-07-03',51512,1534.23,'Automatic EOQ Inventory purchase',7944
4,'2003-06-07',87295,-9543.47,'Automatic payment of bills',8771
4,'2003-05-08',73735,9543.47,'Automatic EOQ Inventory purchase',8771
4,'2003-04-25',73735,-11326.54,'Automatic payment of bills',8745
4,'2003-04-07',87295,-7330.49,'Automatic payment of bills',8720
4,'2003-04-01',22343,11326.54,'Automatic EOQ Inventory purchase',8745
4,'2003-03-23',15293,-6229.94,'Automatic payment of bills',8695
4,'2002-11-12',89097,-1349.7,'Automatic payment of bills',8019
4,'2003-02-17',73735,6229.94,'Automatic EOQ Inventory purchase',8695
4,'2003-07-06',51512,10527.74,'Automatic EOQ Inventory purchase',8821
4,'2003-02-05',22343,-2262.02,'Automatic payment of bills',8094
4,'2003-01-13',73735,10676.01,'Automatic EOQ Inventory purchase',8671
4,'2003-01-11',73735,-7801.72,'Automatic payment of bills',8649
4,'2003-01-04',22343,2262.02,'Automatic EOQ Inventory purchase',8094
4,'2002-12-15',88873,-5131.7,'Automatic payment of bills',8627
4,'2002-12-11',73735,7801.72,'Automatic EOQ Inventory purchase',8649
4,'2002-12-01',88873,-1923.78,'Automatic payment of bills',8069
4,'2002-11-30',73735,-1476.08,'Automatic payment of bills',8044
4,'2003-03-11',29387,7330.49,'Automatic EOQ Inventory purchase',8720
4,'1996-06-13',73735,1668.54,'Automatic EOQ Inventory purchase',521
4,'1996-10-16',87295,1218.91,'Automatic EOQ Inventory purchase',589
4,'1996-10-09',29387,-1130.2,'Automatic payment of bills',572
4,'1996-09-16',51512,-1626.11,'Automatic payment of bills',555
4,'1996-09-06',22343,1130.2,'Automatic EOQ Inventory purchase',572
4,'1996-08-18',87295,1626.11,'Automatic EOQ Inventory purchase',555
4,'1996-08-17',73735,-1274.78,'Automatic payment of bills',538
4,'1996-07-15',51512,1274.78,'Automatic EOQ Inventory purchase',538
4,'1997-08-10',15293,4579.15,'Automatic EOQ Inventory purchase',778
4,'1996-06-18',22343,-1410.28,'Automatic payment of bills',504
4,'1996-12-09',51512,1000.57,'Automatic EOQ Inventory purchase',623
4,'1996-05-17',15293,1410.28,'Automatic EOQ Inventory purchase',504
4,'1996-05-17',29387,-808.04,'Automatic payment of bills',487
4,'1996-04-17',51512,808.04,'Automatic EOQ Inventory purchase',487
4,'1996-04-12',89097,-793.25,'Automatic payment of bills',470
4,'1996-03-17',88873,-2671.73,'Automatic payment of bills',419
4,'1996-03-13',87295,793.25,'Automatic EOQ Inventory purchase',470
4,'1996-03-13',51512,-889.99,'Automatic payment of bills',453
4,'1996-07-13',88873,-1668.54,'Automatic payment of bills',521
4,'1997-03-11',87295,4294.97,'Automatic EOQ Inventory purchase',678
4,'1997-07-21',73735,-5149.35,'Automatic payment of bills',738
4,'1997-07-15',51512,3931.71,'Automatic EOQ Inventory purchase',758
4,'1997-06-15',15293,5149.35,'Automatic EOQ Inventory purchase',738
4,'1997-06-07',88873,-4439.09,'Automatic payment of bills',718
4,'1997-05-21',51512,-4364.59,'Automatic payment of bills',698
4,'1997-05-09',51512,4439.09,'Automatic EOQ Inventory purchase',718
4,'1997-04-18',51512,4364.59,'Automatic EOQ Inventory purchase',698
4,'1996-11-07',87295,1611.03,'Automatic EOQ Inventory purchase',606
4,'1997-03-12',22343,-3405.08,'Automatic payment of bills',657
4,'1996-11-15',29387,-1218.91,'Automatic payment of bills',589
4,'1997-03-05',89097,-1000.57,'Automatic payment of bills',623
4,'1997-02-15',51512,-1616.97,'Automatic payment of bills',640
4,'1997-02-13',22343,3405.08,'Automatic EOQ Inventory purchase',657
4,'1997-02-04',87295,1000.57,'Automatic refund for overpayment',623
4,'1997-01-14',88873,1616.97,'Automatic EOQ Inventory purchase',640
4,'1997-01-07',73735,-1000.57,'Automatic payment of bills',623
4,'1996-12-11',51512,-1611.03,'Automatic payment of bills',606
4,'1996-02-09',29387,-2818.57,'Automatic payment of bills',436
4,'1997-04-06',87295,-4294.97,'Automatic payment of bills',678
4,'1994-12-13',29387,1413.61,'Automatic EOQ Inventory purchase',168
4,'1996-02-15',22343,889.99,'Automatic EOQ Inventory purchase',453
4,'1995-03-24',29387,-1120.59,'Automatic payment of bills',249
4,'1995-03-10',22343,-1413.61,'Automatic payment of bills',168
4,'1995-03-04',29387,2535.54,'Automatic EOQ Inventory purchase',266
4,'1995-02-20',22343,-1067.9,'Automatic payment of bills',186
4,'1995-02-18',87295,1120.59,'Automatic EOQ Inventory purchase',249
4,'1995-02-08',88873,1413.61,'Automatic refund for overpayment',168
4,'1995-04-12',22343,1592.77,'Automatic EOQ Inventory purchase',283
4,'1995-01-11',29387,-1413.61,'Automatic payment of bills',168
4,'1995-05-10',88873,-1592.77,'Automatic payment of bills',283
4,'1994-12-08',22343,-925.33,'Automatic payment of bills',150
4,'1994-11-18',22343,-614.08,'Automatic payment of bills',132
4,'1994-11-13',87295,925.33,'Automatic EOQ Inventory purchase',150
4,'1994-10-22',51512,-1020.72,'Automatic payment of bills',114
4,'1994-10-19',22343,614.08,'Automatic EOQ Inventory purchase',132
4,'1994-09-21',73735,1020.72,'Automatic EOQ Inventory purchase',114
4,'1994-02-03',51512,-12665,'Automatic payment of bills',4
4,'2000-07-08',22343,1079.86,'Automatic EOQ Inventory purchase',7369
4,'1995-01-19',15293,1067.9,'Automatic EOQ Inventory purchase',186
4,'1995-10-14',73735,-2006.41,'Automatic payment of bills',368
4,'1995-06-17',15293,1594.31,'Automatic EOQ Inventory purchase',317
4,'1996-01-17',29387,-2671.73,'Automatic payment of bills',419
4,'1994-01-01',87295,12665,'Initial Purchase for startup',4
4,'1996-01-14',87295,2818.57,'Automatic EOQ Inventory purchase',436
4,'2003-10-14',89097,5138.25,'Automatic EOQ Inventory purchase',8896
4,'1995-12-17',88873,2671.73,'Automatic EOQ Inventory purchase',419
4,'1995-12-04',88873,-2150.46,'Automatic payment of bills',402
4,'1995-04-03',73735,-2535.54,'Automatic payment of bills',266
4,'1995-11-04',89097,2150.46,'Automatic EOQ Inventory purchase',402
4,'1996-02-14',15293,2671.73,'Automatic refund for overpayment',419
4,'1995-10-09',73735,1965.02,'Automatic EOQ Inventory purchase',385
4,'1995-09-16',15293,2006.41,'Automatic EOQ Inventory purchase',368
4,'1995-09-06',29387,-2885.41,'Automatic payment of bills',351
4,'1995-08-09',88873,-2898.26,'Automatic payment of bills',334
4,'1995-08-07',29387,2885.41,'Automatic EOQ Inventory purchase',351
4,'1995-07-17',22343,-1594.31,'Automatic payment of bills',317
4,'1995-07-07',87295,2898.26,'Automatic EOQ Inventory purchase',334
4,'1995-06-11',73735,-1804.65,'Automatic payment of bills',300
4,'1995-11-08',51512,-1965.02,'Automatic payment of bills',385
4,'1999-08-16',29387,1518.37,'Automatic EOQ Inventory purchase',1266
4,'1999-03-17',87295,1002.02,'Automatic EOQ Inventory purchase',1141
4,'1999-12-07',51512,-1322.35,'Automatic payment of bills',1340
4,'1999-11-21',22343,-1568.51,'Automatic payment of bills',1316
4,'1999-11-08',22343,1322.35,'Automatic EOQ Inventory purchase',1340
4,'1999-10-18',15293,1568.51,'Automatic EOQ Inventory purchase',1316
4,'1999-10-14',88873,-789.1,'Automatic payment of bills',1291
4,'1999-09-17',87295,-1518.37,'Automatic payment of bills',1266
4,'2000-01-13',29387,959.22,'Automatic EOQ Inventory purchase',1390
4,'1999-08-21',29387,-3094.04,'Automatic payment of bills',1241
4,'2000-01-15',87295,-1594.97,'Automatic payment of bills',1365
4,'1999-07-20',22343,3094.04,'Automatic EOQ Inventory purchase',1241
4,'1999-07-20',88873,-3050.31,'Automatic payment of bills',1216
4,'1999-06-17',89097,3050.31,'Automatic EOQ Inventory purchase',1216
4,'1999-06-13',73735,-2724.51,'Automatic payment of bills',1191
4,'1999-05-19',73735,2724.51,'Automatic EOQ Inventory purchase',1191
4,'1999-05-14',22343,-1178.09,'Automatic payment of bills',1166
4,'1999-04-15',73735,-1002.02,'Automatic payment of bills',1141
4,'1999-04-13',73735,1178.09,'Automatic EOQ Inventory purchase',1166
4,'1999-09-11',88873,789.1,'Automatic EOQ Inventory purchase',1291
4,'2000-04-02',87295,-1312.72,'Automatic payment of bills',1441
4,'1995-05-11',88873,1804.65,'Automatic EOQ Inventory purchase',300
4,'1997-08-13',87295,-3931.71,'Automatic payment of bills',758
4,'2000-07-04',29387,-278.62,'Automatic payment of bills',7344
4,'2000-06-25',29387,-498.02,'Automatic payment of bills',7319
4,'2000-06-08',29387,-899.31,'Automatic payment of bills',7304
4,'2000-06-07',73735,278.62,'Automatic EOQ Inventory purchase',7344
4,'2000-05-20',51512,498.02,'Automatic EOQ Inventory purchase',7319
4,'1999-12-10',22343,1594.97,'Automatic EOQ Inventory purchase',1365
4,'2000-04-02',88873,-151.22,'Automatic payment of bills',7266
4,'2000-02-19',51512,-9060.93,'Automatic payment of bills',7240
4,'2000-03-05',22343,151.22,'Automatic EOQ Inventory purchase',7266
4,'2000-03-03',29387,-273.23,'Automatic payment of bills',7284
4,'2000-03-02',51512,-1379.33,'Automatic payment of bills',1416
4,'2000-02-17',22343,1594.97,'Automatic refund for overpayment',1365
4,'2000-02-15',22343,-959.22,'Automatic payment of bills',1390
4,'2000-02-10',88873,273.23,'Automatic EOQ Inventory purchase',7284
4,'2000-02-01',88873,1379.33,'Automatic EOQ Inventory purchase',1416
4,'2000-01-24',87295,9060.93,'Automatic EOQ Inventory purchase',7240
4,'2000-05-05',87295,899.31,'Automatic EOQ Inventory purchase',7304
4,'1997-12-07',88873,3921.29,'Automatic EOQ Inventory purchase',858
4,'1998-06-07',51512,4783.94,'Automatic EOQ Inventory purchase',978
4,'1998-05-14',15293,2907.66,'Automatic EOQ Inventory purchase',958
4,'1998-05-13',89097,-4974.61,'Automatic payment of bills',938
4,'1998-04-20',73735,-5204.13,'Automatic payment of bills',918
4,'1998-04-16',22343,4974.61,'Automatic EOQ Inventory purchase',938
4,'1998-03-17',87295,-2037.45,'Automatic payment of bills',898
4,'1998-03-16',87295,5204.13,'Automatic EOQ Inventory purchase',918
4,'1998-02-14',73735,2037.45,'Automatic EOQ Inventory purchase',898
4,'1998-06-17',88873,-2907.66,'Automatic payment of bills',958
4,'1998-01-05',22343,-3921.29,'Automatic payment of bills',858
4,'1998-01-09',88873,5613.63,'Automatic EOQ Inventory purchase',878
4,'1997-11-19',73735,4696.7,'Automatic EOQ Inventory purchase',838
4,'1997-11-06',73735,-3323.54,'Automatic payment of bills',818
4,'1997-10-11',29387,3323.54,'Automatic EOQ Inventory purchase',818
4,'1997-10-06',29387,-4467.76,'Automatic payment of bills',798
4,'1999-03-07',51512,-804.33,'Automatic payment of bills',1116
4,'2000-03-02',89097,1312.72,'Automatic EOQ Inventory purchase',1441
4,'1997-09-10',87295,-4579.15,'Automatic payment of bills',778
4,'1997-09-08',51512,4467.76,'Automatic EOQ Inventory purchase',798
4,'1998-02-07',89097,-5613.63,'Automatic payment of bills',878
4,'1998-11-18',73735,-4561.19,'Automatic payment of bills',1058
4,'1999-01-28',73735,1381.93,'Automatic refund for overpayment',1098
4,'1999-01-15',73735,4440.72,'Automatic EOQ Inventory purchase',8141
4,'1999-02-06',88873,804.33,'Automatic EOQ Inventory purchase',1116
4,'1997-12-20',89097,-4696.7,'Automatic payment of bills',838
4,'1999-02-08',51512,1507.23,'Automatic EOQ Inventory purchase',8161
4,'1999-01-03',29387,-1381.93,'Automatic payment of bills',1098
4,'1998-12-06',29387,2619.23,'Automatic EOQ Inventory purchase',8121
4,'1998-12-02',29387,1381.93,'Automatic EOQ Inventory purchase',1098
4,'1998-11-07',87295,3563.95,'Automatic EOQ Inventory purchase',1078
4,'1998-10-20',73735,4561.19,'Automatic EOQ Inventory purchase',1058
4,'1998-07-11',29387,-4783.94,'Automatic payment of bills',978
4,'1998-09-21',87295,-4588.09,'Automatic payment of bills',1018
4,'1998-07-11',87295,3751.93,'Automatic EOQ Inventory purchase',998
4,'1998-08-11',51512,-3751.93,'Automatic payment of bills',998
4,'1998-09-11',73735,4356.41,'Automatic EOQ Inventory purchase',1038
4,'1998-10-15',73735,-4356.41,'Automatic payment of bills',1038
4,'1998-12-06',73735,-3563.95,'Automatic payment of bills',1078
4,'1998-08-19',51512,4588.09,'Automatic EOQ Inventory purchase',1018
5,'2000-01-03',73735,226.62,'Automatic EOQ Inventory purchase',1391
5,'2000-02-12',15293,482.34,'Automatic EOQ Inventory purchase',7285
5,'2000-02-12',51512,347.54,'Automatic EOQ Inventory purchase',1417
5,'1999-10-17',87295,406.24,'Automatic EOQ Inventory purchase',1317
5,'2000-02-05',22343,-226.62,'Automatic payment of bills',1391
5,'2000-01-16',22343,-408.14,'Automatic payment of bills',1366
5,'1999-11-17',87295,323.27,'Automatic EOQ Inventory purchase',1341
5,'2000-02-17',22343,408.14,'Automatic refund for overpayment',1366
5,'2000-04-20',88873,156.57,'Automatic EOQ Inventory purchase',7305
5,'1999-12-19',51512,-323.27,'Automatic payment of bills',1341
5,'1999-11-20',88873,-406.24,'Automatic payment of bills',1317
5,'1999-12-15',29387,408.14,'Automatic EOQ Inventory purchase',1366
5,'2000-01-29',89097,7257.38,'Automatic EOQ Inventory purchase',7241
5,'2000-05-23',88873,131.32,'Automatic EOQ Inventory purchase',7320
5,'2000-08-12',29387,-247.62,'Automatic payment of bills',7370
5,'2000-07-03',29387,-107.61,'Automatic payment of bills',7345
5,'2000-06-26',87295,-131.32,'Automatic payment of bills',7320
5,'1999-01-18',87295,-1530.05,'Automatic payment of bills',1099
5,'1999-10-08',89097,-190.79,'Automatic payment of bills',1292
5,'2000-03-23',87295,-47.77,'Automatic payment of bills',7267
5,'2000-06-01',15293,-156.57,'Automatic payment of bills',7305
5,'2000-02-21',29387,47.77,'Automatic EOQ Inventory purchase',7267
5,'2000-07-21',51512,247.62,'Automatic EOQ Inventory purchase',7370
5,'2000-04-08',89097,-323.05,'Automatic payment of bills',1442
5,'2000-03-10',22343,-347.54,'Automatic payment of bills',1417
5,'2000-03-08',51512,323.05,'Automatic EOQ Inventory purchase',1442
5,'2000-03-07',73735,-482.34,'Automatic payment of bills',7285
5,'2000-02-26',15293,-7257.38,'Automatic payment of bills',7241
5,'2000-06-08',87295,107.61,'Automatic EOQ Inventory purchase',7345
5,'1999-03-11',15293,-193.71,'Automatic payment of bills',1117
5,'1998-09-03',88873,-5394.43,'Automatic payment of bills',1019
5,'1998-09-16',87295,5492.62,'Automatic EOQ Inventory purchase',1039
5,'2002-05-04',22343,-226.52,'Automatic payment of bills',7895
5,'2000-08-21',22343,390.23,'Automatic EOQ Inventory purchase',7395
5,'1998-10-13',51512,5128.89,'Automatic EOQ Inventory purchase',1059
5,'1998-10-15',88873,-5492.62,'Automatic payment of bills',1039
5,'1998-11-04',73735,4565.57,'Automatic EOQ Inventory purchase',1079
5,'1998-11-14',29387,-5128.89,'Automatic payment of bills',1059
5,'1998-12-06',87295,-4565.57,'Automatic payment of bills',1079
5,'1998-12-18',89097,1530.05,'Automatic EOQ Inventory purchase',1099
5,'1998-12-18',88873,2089.39,'Automatic EOQ Inventory purchase',8122
5,'1999-01-20',73735,4405.44,'Automatic EOQ Inventory purchase',8142
5,'1999-02-04',87295,193.71,'Automatic EOQ Inventory purchase',1117
5,'1999-02-19',51512,1530.05,'Automatic refund for overpayment',1099
5,'1999-09-10',88873,190.79,'Automatic EOQ Inventory purchase',1292
5,'1999-03-13',22343,247.32,'Automatic EOQ Inventory purchase',1142
5,'1999-04-04',87295,315.77,'Automatic EOQ Inventory purchase',1167
5,'1999-04-13',88873,-247.32,'Automatic payment of bills',1142
5,'1999-05-02',29387,-315.77,'Automatic payment of bills',1167
5,'1999-05-12',88873,616.44,'Automatic EOQ Inventory purchase',1192
5,'1999-06-05',29387,729.1,'Automatic EOQ Inventory purchase',1217
5,'1999-06-08',73735,-616.44,'Automatic payment of bills',1192
5,'1999-07-07',88873,-729.1,'Automatic payment of bills',1217
5,'1999-07-14',89097,719.3,'Automatic EOQ Inventory purchase',1242
5,'1999-08-10',87295,390.05,'Automatic EOQ Inventory purchase',1267
5,'1999-08-11',73735,-719.3,'Automatic payment of bills',1242
5,'1999-09-10',51512,-390.05,'Automatic payment of bills',1267
5,'1999-02-14',15293,1426.07,'Automatic EOQ Inventory purchase',8162
5,'2002-08-05',29387,518.23,'Automatic EOQ Inventory purchase',7995
5,'2001-12-27',22343,221.89,'Automatic EOQ Inventory purchase',7795
5,'2002-01-03',89097,-435.22,'Automatic payment of bills',7770
5,'2002-01-09',22343,277.1,'Automatic EOQ Inventory purchase',7820
5,'2002-01-24',87295,-221.89,'Automatic payment of bills',7795
5,'2002-02-07',22343,-277.1,'Automatic payment of bills',7820
5,'2002-02-20',87295,323.79,'Automatic EOQ Inventory purchase',7845
5,'2002-03-19',15293,403.7,'Automatic EOQ Inventory purchase',7870
5,'2002-04-01',51512,-323.79,'Automatic payment of bills',7845
5,'2002-04-13',15293,-403.7,'Automatic payment of bills',7870
5,'2002-05-21',29387,314.67,'Automatic EOQ Inventory purchase',7920
5,'2002-06-21',88873,-314.67,'Automatic payment of bills',7920
5,'2002-06-26',15293,356.12,'Automatic EOQ Inventory purchase',7945
5,'2002-04-10',89097,226.52,'Automatic EOQ Inventory purchase',7895
5,'2002-08-01',15293,-356.12,'Automatic payment of bills',7945
5,'2001-10-09',73735,-355.58,'Automatic payment of bills',7745
5,'2002-08-26',73735,-164.95,'Automatic payment of bills',7970
5,'2002-09-07',87295,-518.23,'Automatic payment of bills',7995
5,'2002-09-13',88873,310.06,'Automatic EOQ Inventory purchase',8020
5,'2002-10-21',87295,380.27,'Automatic EOQ Inventory purchase',8045
5,'2002-10-25',29387,-310.06,'Automatic payment of bills',8020
5,'2002-11-03',51512,505.89,'Automatic EOQ Inventory purchase',8070
5,'2002-11-04',15293,-380.27,'Automatic payment of bills',8045
5,'2002-12-04',51512,-505.89,'Automatic payment of bills',8070
5,'2003-01-09',73735,535.26,'Automatic EOQ Inventory purchase',8095
5,'2003-02-02',51512,-535.26,'Automatic payment of bills',8095
5,'1998-08-07',51512,-5649.01,'Automatic payment of bills',999
5,'1998-06-17',87295,-5404.26,'Automatic payment of bills',959
